ALL,WMT,XOM,F,GE,IBM,C,T,MO,BA,BAC,HPQ,KR,STFGX,AIG,HD,PG,FNMA,CVX,MS,JPM,TGT,VZ,MRK,MSI,MCK,INTC,DD,JNJ,COST
2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-11-28 00:00:00
2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-18 00:00:00
1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00,1632 days 00:00:00
99.82238010657194,50.88809946714032,50.26642984014209,51.15452930728242,98.93428063943162,51.15452930728242,51.15452930728242,51.15452930728242,92.8063943161634,99.82238010657194,77.88632326820604,50.97690941385436,74.06749555950266,51.15452930728242,36.767317939609235,50.88809946714032,50.88809946714032,26.287744227353464,0.0,51.15452930728242,50.88809946714032,31.261101243339258,77.88632326820604,0.0,51.15452930728242,50.88809946714032,50.26642984014209,50.88809946714032,0.0,51.15452930728242
762.1275236663705,11207.558941329957,0.0,26265.2816628437,13153.990043407453,10889.243895782467,5374.468688751222,5418.468413410183,5385.258065887446,227.88933584594093,14309.028393089298,15877.956715499877,14468.390548500061,7796.680144927982,0.0,7832.2800049743655,7736.4492199859615,0.0,10000.0,17213.834726142886,10262.026774536133,0.0,8764.651289871217,10000.0,11088.32256793213,5141.4965886230475,7508.217291427612,14567.883595809937,10000.0,13936.752358642576
10000.0,13988.252621139527,13136.118284118653,49930.36272134589,18397.431101352704,11483.8883812561,10306.598065826418,10000.0,11007.103774414063,10000.0,19826.789249717716,16309.37727442932,17974.94032648468,10370.767517257691,11073.111814224243,13607.130255218506,12237.079316421508,12599.8607596488,10000.0,22848.13511066437,14502.346415649414,12285.249068695068,11823.202683212281,10000.0,14295.682980529786,10000.0,11635.817732406616,19178.824544296265,10000.0,18378.251992431637
-92.37872476333628,12.075589413299568,-100.0,162.652816628437,31.539900434074536,8.892438957824671,-46.255313112487784,-45.81531586589818,-46.14741934112554,-97.72110664154059,43.09028393089298,58.779567154998766,44.683905485000615,-22.033198550720183,-100.0,-21.677199950256345,-22.635507800140388,-100.0,0.0,72.13834726142886,2.6202677453613252,-100.0,-12.35348710128783,0.0,10.883225679321294,-48.585034113769524,-24.917827085723886,45.67883595809937,0.0,39.367523586425754
26.88075654797762,26.516481052501618,10.995473929553977,4.668302154327623,-46.8984260382926,-8.798291775547867,-33.08005191715202,-24.380239060731395,-19.87951876446095,-53.16243097986949,26.19392850340756,70.12926469860457,103.31070718028535,19.779392104217266,-2.5409569801371736,61.511004613672746,62.2371261863431,-75.54744473148456,44.31945209349412,60.09920634620284,18.478685492062073,185.42918343176288,0.14338323486642698,75.71599458750072,117.35957248917614,117.0219924849302,-5.320816213887767,-36.46981272739488,25.339233427317676,147.2790146784899
-43.79219888358573,2.5842344043839782,0.0,24.12468304287454,6.3274007463763215,1.924861579615289,-12.974043398582136,-12.815097263776975,-12.934974272593147,-57.100040557854506,8.349201832893094,10.901660440050076,8.618103824646317,-5.417828726851259,0.0,-5.321347726865899,-5.581845153064857,0.0,0.0,12.924887019507047,0.5805461434389203,0.0,-2.9078871860294897,0.0,2.338966159013589,-13.832888678982192,-6.212488968065443,8.78482124914477,0.0,7.711857635531394
15.003727612334043,19.154194420281815,248.32290700066767,46.38575921159021,51.58100474459606,23.646661259296582,57.02333659710766,19.107103334925498,23.53127832580097,19.600271978694057,39.36424091935719,37.11396547404141,28.97738341245234,17.45431507614703,2028.5807707958,38.57257765484998,17.466627365162275,16018569.627192084,0.0,36.01912755729197,29.518459711668843,123.27258123644297,16.811140083068445,0.0,25.264455680309528,28.849126890037535,29.332319735945912,32.113572160682644,0.0,19.665768108185215
